Country,Sex,Age_Category,Year,Predicted_Rate
"Congo, Democratic Republic of the",Male,Adults,2029,4.937272727
"Congo, Democratic Republic of the",Male,Children,2025,5.851072727
"Congo, Democratic Republic of the",Male,Children,2026,5.889554545
"Congo, Democratic Republic of the",Male,Children,2027,5.928036364
"Congo, Democratic Republic of the",Male,Children,2028,5.966518182
"Congo, Democratic Republic of the",Male,Children,2029,6.005
Costa Rica,Female,Youth,2025,36.66810909
Costa Rica,Female,Youth,2026,37.27826364
Costa Rica,Female,Youth,2027,37.88841818
Costa Rica,Female,Youth,2028,38.49857273
Costa Rica,Female,Youth,2029,39.10872727
Costa Rica,Female,Adults,2025,12.08672727
Costa Rica,Female,Adults,2026,12.49645455
Costa Rica,Female,Adults,2027,12.90618182
Costa Rica,Female,Adults,2028,13.31590909
Costa Rica,Female,Adults,2029,13.72563636
Costa Rica,Female,Children,2025,15.25543636
Costa Rica,Female,Children,2026,15.6316
Costa Rica,Female,Children,2027,16.00776364
Costa Rica,Female,Children,2028,16.38392727
Costa Rica,Female,Children,2029,16.76009091
Costa Rica,Male,Youth,2025,29.04047273
Costa Rica,Male,Youth,2026,29.87962727
Costa Rica,Male,Youth,2027,30.71878182
Costa Rica,Male,Youth,2028,31.55793636
Costa Rica,Male,Youth,2029,32.39709091
Costa Rica,Male,Adults,2025,6.851963636
Costa Rica,Male,Adults,2026,7.031154545
Costa Rica,Male,Adults,2027,7.210345455
Costa Rica,Male,Adults,2028,7.389536364
Costa Rica,Male,Adults,2029,7.568727273
Costa Rica,Male,Children,2025,9.440054545
Costa Rica,Male,Children,2026,9.631290909
Costa Rica,Male,Children,2027,9.822527273
Costa Rica,Male,Children,2028,10.01376364
Costa Rica,Male,Children,2029,10.205
Croatia,Female,Youth,2025,16.20450909
Croatia,Female,Youth,2026,14.07874545
Croatia,Female,Youth,2027,11.95298182
Croatia,Female,Youth,2028,9.827218182
Croatia,Female,Youth,2029,7.701454545
Croatia,Female,Adults,2025,3.1616
Croatia,Female,Adults,2026,2.182745455
Croatia,Female,Adults,2027,1.203890909
Croatia,Female,Adults,2028,0.225036364
Croatia,Female,Adults,2029,-0.753818182
Croatia,Female,Children,2025,3.813381818
Croatia,Female,Children,2026,2.704036364
Croatia,Female,Children,2027,1.594690909
Croatia,Female,Children,2028,0.485345455
Croatia,Female,Children,2029,-0.624
Croatia,Male,Youth,2025,7.202309091
Croatia,Male,Youth,2026,4.393663636
Croatia,Male,Youth,2027,1.585018182
Croatia,Male,Youth,2028,-1.223627273
Croatia,Male,Youth,2029,-4.032272727
Croatia,Male,Adults,2025,2.261218182
Croatia,Male,Adults,2026,1.362209091
Croatia,Male,Adults,2027,0.4632
Croatia,Male,Adults,2028,-0.435809091
Croatia,Male,Adults,2029,-1.334818182
Croatia,Male,Children,2025,2.545254545
Croatia,Male,Children,2026,1.443236364
Croatia,Male,Children,2027,0.341218182
Croatia,Male,Children,2028,-0.7608
Croatia,Male,Children,2029,-1.862818182
Cuba,Female,Youth,2025,1.435272727
Cuba,Female,Youth,2026,1.063272727
Cuba,Female,Youth,2027,0.691272727
Cuba,Female,Youth,2028,0.319272727
Cuba,Female,Youth,2029,-0.052727273
Cuba,Female,Adults,2025,0.658563636
Cuba,Female,Adults,2026,0.515445455
Cuba,Female,Adults,2027,0.372327273
Cuba,Female,Adults,2028,0.229209091
Cuba,Female,Adults,2029,0.086090909
Cuba,Female,Children,2025,0.708636364
Cuba,Female,Children,2026,0.5355
Cuba,Female,Children,2027,0.362363636
Cuba,Female,Children,2028,0.189227273
Cuba,Female,Children,2029,0.016090909
Cuba,Male,Youth,2025,2.0102
Cuba,Male,Youth,2026,1.640672727
Cuba,Male,Youth,2027,1.271145455
Cuba,Male,Youth,2028,0.901618182
Cuba,Male,Youth,2029,0.532090909
Cuba,Male,Adults,2025,0.685236364
Cuba,Male,Adults,2026,0.591427273
Cuba,Male,Adults,2027,0.497618182
Cuba,Male,Adults,2028,0.403809091
Cuba,Male,Adults,2029,0.31
Cuba,Male,Children,2025,0.800690909
Cuba,Male,Children,2026,0.672063636
Cuba,Male,Children,2027,0.543436364
Cuba,Male,Children,2028,0.414809091
Cuba,Male,Children,2029,0.286181818
Cyprus,Female,Youth,2025,8.611636364
Cyprus,Female,Youth,2026,6.598181818
Cyprus,Female,Youth,2027,4.584727273
Cyprus,Female,Youth,2028,2.571272727
Cyprus,Female,Youth,2029,0.557818182
Cyprus,Female,Adults,2025,4.083890909
Cyprus,Female,Adults,2026,3.314918182
Cyprus,Female,Adults,2027,2.545945455
Cyprus,Female,Adults,2028,1.776972727
Cyprus,Female,Adults,2029,1.008
Cyprus,Female,Children,2025,4.304018182
Cyprus,Female,Children,2026,3.377672727
Cyprus,Female,Children,2027,2.451327273
Cyprus,Female,Children,2028,1.524981818
Cyprus,Female,Children,2029,0.598636364
Cyprus,Male,Youth,2025,13.78796364
Cyprus,Male,Youth,2026,12.05856364
Cyprus,Male,Youth,2027,10.32916364
Cyprus,Male,Youth,2028,8.599763636
Cyprus,Male,Youth,2029,6.870363636
Cyprus,Male,Adults,2025,2.227054545
Cyprus,Male,Adults,2026,1.250336364
Cyprus,Male,Adults,2027,0.273618182
Cyprus,Male,Adults,2028,-0.7031
Cyprus,Male,Adults,2029,-1.679818182
Cyprus,Male,Children,2025,3.000727273
Cyprus,Male,Children,2026,1.927
Cyprus,Male,Children,2027,0.853272727
Cyprus,Male,Children,2028,-0.220454545
Cyprus,Male,Children,2029,-1.294181818
Czechia,Female,Youth,2025,6.596945455
Czechia,Female,Youth,2026,6.022527273
Czechia,Female,Youth,2027,5.448109091
Czechia,Female,Youth,2028,4.873690909
Czechia,Female,Youth,2029,4.299272727
Czechia,Female,Adults,2025,1.391163636
Czechia,Female,Adults,2026,1.044872727
Czechia,Female,Adults,2027,0.698581818
Czechia,Female,Adults,2028,0.352290909
Czechia,Female,Adults,2029,0.006
Czechia,Female,Children,2025,1.615963636
Czechia,Female,Children,2026,1.248654545
Czechia,Female,Children,2027,0.881345455
Czechia,Female,Children,2028,0.514036364
Czechia,Female,Children,2029,0.146727273
Czechia,Male,Youth,2025,5.852927273
Czechia,Male,Youth,2026,5.401172727
Czechia,Male,Youth,2027,4.949418182
Czechia,Male,Youth,2028,4.497663636
Czechia,Male,Youth,2029,4.045909091
Czechia,Male,Adults,2025,0.963309091
Czechia,Male,Adults,2026,0.744936364
Czechia,Male,Adults,2027,0.526563636
Czechia,Male,Adults,2028,0.308190909
Czechia,Male,Adults,2029,0.089818182
Czechia,Male,Children,2025,1.201654545
Czechia,Male,Children,2026,0.957445455
Czechia,Male,Children,2027,0.713236364
Czechia,Male,Children,2028,0.469027273
Czechia,Male,Children,2029,0.224818182
Ivory Coast,Female,Youth,2025,5.0934
Ivory Coast,Female,Youth,2026,5.108345455
Ivory Coast,Female,Youth,2027,5.123290909
Ivory Coast,Female,Youth,2028,5.138236364
Ivory Coast,Female,Youth,2029,5.153181818
Ivory Coast,Female,Adults,2025,2.365763636
Ivory Coast,Female,Adults,2026,2.320754545
Ivory Coast,Female,Adults,2027,2.275745455
Ivory Coast,Female,Adults,2028,2.230736364
Ivory Coast,Female,Adults,2029,2.185727273
Ivory Coast,Female,Children,2025,3.013927273
Ivory Coast,Female,Children,2026,2.978809091
Ivory Coast,Female,Children,2027,2.943690909
Ivory Coast,Female,Children,2028,2.908572727
Ivory Coast,Female,Children,2029,2.873454545
Ivory Coast,Male,Youth,2025,3.5342
Ivory Coast,Male,Youth,2026,3.577127273
Ivory Coast,Male,Youth,2027,3.620054545
Ivory Coast,Male,Youth,2028,3.662981818
Ivory Coast,Male,Youth,2029,3.705909091
Ivory Coast,Male,Adults,2025,1.431890909
Ivory Coast,Male,Adults,2026,1.365372727
Ivory Coast,Male,Adults,2027,1.298854545
Ivory Coast,Male,Adults,2028,1.232336364
Ivory Coast,Male,Adults,2029,1.165818182
Ivory Coast,Male,Children,2025,1.915327273
Ivory Coast,Male,Children,2026,1.8732
Ivory Coast,Male,Children,2027,1.831072727
Ivory Coast,Male,Children,2028,1.788945455
Ivory Coast,Male,Children,2029,1.746818182
Denmark,Female,Youth,2025,9.197363636
Denmark,Female,Youth,2026,8.964909091
Denmark,Female,Youth,2027,8.732454545
Denmark,Female,Youth,2028,8.5
Denmark,Female,Youth,2029,8.267545455
Denmark,Female,Adults,2025,3.454090909
Denmark,Female,Adults,2026,3.237227273
Denmark,Female,Adults,2027,3.020363636
Denmark,Female,Adults,2028,2.8035
Denmark,Female,Adults,2029,2.586636364
Denmark,Female,Children,2025,4.288418182
Denmark,Female,Children,2026,4.062790909
Denmark,Female,Children,2027,3.837163636
Denmark,Female,Children,2028,3.611536364
Denmark,Female,Children,2029,3.385909091
Denmark,Male,Youth,2025,10.61714545
Denmark,Male,Youth,2026,10.33156364
Denmark,Male,Youth,2027,10.04598182
Denmark,Male,Youth,2028,9.7604
Denmark,Male,Youth,2029,9.474818182
Denmark,Male,Adults,2025,3.240963636
Denmark,Male,Adults,2026,3.090927273
Denmark,Male,Adults,2027,2.940890909
Denmark,Male,Adults,2028,2.790854545
Denmark,Male,Adults,2029,2.640818182
Denmark,Male,Children,2025,4.250709091
Denmark,Male,Children,2026,4.077690909
Denmark,Male,Children,2027,3.904672727
Denmark,Male,Children,2028,3.731654545
Denmark,Male,Children,2029,3.558636364
Djibouti,Female,Youth,2025,81.514
Djibouti,Female,Youth,2026,82.14618182
Djibouti,Female,Youth,2027,82.77836364
Djibouti,Female,Youth,2028,83.41054545
Djibouti,Female,Youth,2029,84.04272727
Djibouti,Female,Adults,2025,28.53185455
Djibouti,Female,Adults,2026,28.6963
Djibouti,Female,Adults,2027,28.86074545
Djibouti,Female,Adults,2028,29.02519091
Djibouti,Female,Adults,2029,29.18963636
Djibouti,Female,Children,2025,36.90592727
Djibouti,Female,Children,2026,36.97021818
Djibouti,Female,Children,2027,37.03450909
Djibouti,Female,Children,2028,37.0988
Djibouti,Female,Children,2029,37.16309091
Djibouti,Male,Youth,2025,78.32252727
Djibouti,Male,Youth,2026,78.86073636
Djibouti,Male,Youth,2027,79.39894545
Djibouti,Male,Youth,2028,79.93715455
Djibouti,Male,Youth,2029,80.47536364
Djibouti,Male,Adults,2025,16.53332727
Djibouti,Male,Adults,2026,16.61951818
Djibouti,Male,Adults,2027,16.70570909
Djibouti,Male,Adults,2028,16.7919
Djibouti,Male,Adults,2029,16.87809091
Djibouti,Male,Children,2025,22.65743636
Djibouti,Male,Children,2026,22.68805455
Djibouti,Male,Children,2027,22.71867273
Djibouti,Male,Children,2028,22.74929091
Djibouti,Male,Children,2029,22.77990909
Dominican Republic,Female,Youth,2025,17.51061818
Dominican Republic,Female,Youth,2026,16.89128182
Dominican Republic,Female,Youth,2027,16.27194545
Dominican Republic,Female,Youth,2028,15.65260909
Dominican Republic,Female,Youth,2029,15.03327273
Dominican Republic,Female,Adults,2025,7.131109091
Dominican Republic,Female,Adults,2026,7.101672727
Dominican Republic,Female,Adults,2027,7.072236364
Dominican Republic,Female,Adults,2028,7.0428
Dominican Republic,Female,Adults,2029,7.013363636
Dominican Republic,Female,Children,2025,8.664727273
Dominican Republic,Female,Children,2026,8.517681818
Dominican Republic,Female,Children,2027,8.370636364
Dominican Republic,Female,Children,2028,8.223590909
Dominican Republic,Female,Children,2029,8.076545455
Dominican Republic,Male,Youth,2025,10.06669091
Dominican Republic,Male,Youth,2026,9.966063636
Dominican Republic,Male,Youth,2027,9.865436364
Dominican Republic,Male,Youth,2028,9.764809091
Dominican Republic,Male,Youth,2029,9.664181818
Dominican Republic,Male,Adults,2025,1.969636364
Dominican Republic,Male,Adults,2026,1.825045455
Dominican Republic,Male,Adults,2027,1.680454545
Dominican Republic,Male,Adults,2028,1.535863636
Dominican Republic,Male,Adults,2029,1.391272727
Dominican Republic,Male,Children,2025,3.311454545
Dominican Republic,Male,Children,2026,3.152318182
Dominican Republic,Male,Children,2027,2.993181818
Dominican Republic,Male,Children,2028,2.834045455
Dominican Republic,Male,Children,2029,2.674909091
Ecuador,Female,Youth,2025,10.77785455
Ecuador,Female,Youth,2026,10.60834545
Ecuador,Female,Youth,2027,10.43883636
Ecuador,Female,Youth,2028,10.26932727
Ecuador,Female,Youth,2029,10.09981818
Ecuador,Female,Adults,2025,3.9946
Ecuador,Female,Adults,2026,4.038881818
Ecuador,Female,Adults,2027,4.083163636
Ecuador,Female,Adults,2028,4.127445455
Ecuador,Female,Adults,2029,4.171727273
Ecuador,Female,Children,2025,5.000436364
Ecuador,Female,Children,2026,5.005690909
Ecuador,Female,Children,2027,5.010945455
Ecuador,Female,Children,2028,5.0162
Ecuador,Female,Children,2029,5.021454545
Ecuador,Male,Youth,2025,6.349636364
Ecuador,Male,Youth,2026,6.235409091
Ecuador,Male,Youth,2027,6.121181818
Ecuador,Male,Youth,2028,6.006954545
Ecuador,Male,Youth,2029,5.892727273
Ecuador,Male,Adults,2025,2.924381818
Ecuador,Male,Adults,2026,2.974218182
Ecuador,Male,Adults,2027,3.024054545
Ecuador,Male,Adults,2028,3.073890909
Ecuador,Male,Adults,2029,3.123727273
Ecuador,Male,Children,2025,3.486945455
Ecuador,Male,Children,2026,3.502845455
Ecuador,Male,Children,2027,3.518745455
Ecuador,Male,Children,2028,3.534645455
Ecuador,Male,Children,2029,3.550545455
Egypt,Female,Youth,2025,39.03472727
Egypt,Female,Youth,2026,38.42595455
Egypt,Female,Youth,2027,37.81718182
Egypt,Female,Youth,2028,37.20840909
Egypt,Female,Youth,2029,36.59963636
Egypt,Female,Adults,2025,8.192090909
Egypt,Female,Adults,2026,7.1455
Egypt,Female,Adults,2027,6.098909091
Egypt,Female,Adults,2028,5.052318182
Egypt,Female,Adults,2029,4.005727273
Egypt,Female,Children,2025,11.35125455
Egypt,Female,Children,2026,10.03596364
Egypt,Female,Children,2027,8.720672727
Egypt,Female,Children,2028,7.405381818
Egypt,Female,Children,2029,6.090090909
Egypt,Male,Youth,2025,5.080490909
Egypt,Male,Youth,2026,2.760845455
Egypt,Male,Youth,2027,0.4412
Egypt,Male,Youth,2028,-1.878445455
Egypt,Male,Youth,2029,-4.198090909
Egypt,Male,Adults,2025,3.275854545
Egypt,Male,Adults,2026,3.091890909
Egypt,Male,Adults,2027,2.907927273
Egypt,Male,Adults,2028,2.723963636
Egypt,Male,Adults,2029,2.54
Egypt,Male,Children,2025,3.235509091
Egypt,Male,Children,2026,2.666018182
Egypt,Male,Children,2027,2.096527273
Egypt,Male,Children,2028,1.527036364
Egypt,Male,Children,2029,0.957545455
El Salvador,Female,Youth,2025,12.40492727
El Salvador,Female,Youth,2026,12.5644
El Salvador,Female,Youth,2027,12.72387273
El Salvador,Female,Youth,2028,12.88334545
El Salvador,Female,Youth,2029,13.04281818
El Salvador,Female,Adults,2025,2.290436364
El Salvador,Female,Adults,2026,2.283963636
El Salvador,Female,Adults,2027,2.277490909
El Salvador,Female,Adults,2028,2.271018182
El Salvador,Female,Adults,2029,2.264545455
El Salvador,Female,Children,2025,3.778109091
El Salvador,Female,Children,2026,3.769809091
El Salvador,Female,Children,2027,3.761509091
El Salvador,Female,Children,2028,3.753209091
El Salvador,Female,Children,2029,3.744909091
El Salvador,Male,Youth,2025,5.145890909
El Salvador,Male,Youth,2026,4.719236364
El Salvador,Male,Youth,2027,4.292581818
El Salvador,Male,Youth,2028,3.865927273
El Salvador,Male,Youth,2029,3.439272727
El Salvador,Male,Adults,2025,1.952054545
El Salvador,Male,Adults,2026,1.805109091
El Salvador,Male,Adults,2027,1.658163636
El Salvador,Male,Adults,2028,1.511218182
El Salvador,Male,Adults,2029,1.364272727
El Salvador,Male,Children,2025,2.545709091
El Salvador,Male,Children,2026,2.3101
El Salvador,Male,Children,2027,2.074490909
El Salvador,Male,Children,2028,1.838881818
El Salvador,Male,Children,2029,1.603272727
Equatorial Guinea,Female,Youth,2025,18.82101818
Equatorial Guinea,Female,Youth,2026,18.95953636
Equatorial Guinea,Female,Youth,2027,19.09805455
Equatorial Guinea,Female,Youth,2028,19.23657273
Equatorial Guinea,Female,Youth,2029,19.37509091
Equatorial Guinea,Female,Adults,2025,8.467345455
Equatorial Guinea,Female,Adults,2026,8.5441
Equatorial Guinea,Female,Adults,2027,8.620854545
Equatorial Guinea,Female,Adults,2028,8.697609091
Equatorial Guinea,Female,Adults,2029,8.774363636
Equatorial Guinea,Female,Children,2025,9.961363636
Equatorial Guinea,Female,Children,2026,10.028
Equatorial Guinea,Female,Children,2027,10.09463636
Equatorial Guinea,Female,Children,2028,10.16127273
Equatorial Guinea,Female,Children,2029,10.22790909
Equatorial Guinea,Male,Youth,2025,15.62723636
Equatorial Guinea,Male,Youth,2026,15.69801818
Equatorial Guinea,Male,Youth,2027,15.7688
Equatorial Guinea,Male,Youth,2028,15.83958182
Equatorial Guinea,Male,Youth,2029,15.91036364
Equatorial Guinea,Male,Adults,2025,7.020018182
Equatorial Guinea,Male,Adults,2026,7.093127273
Equatorial Guinea,Male,Adults,2027,7.166236364
Equatorial Guinea,Male,Adults,2028,7.239345455
Equatorial Guinea,Male,Adults,2029,7.312454545
Equatorial Guinea,Male,Children,2025,8.032036364
Equatorial Guinea,Male,Children,2026,8.090390909
Equatorial Guinea,Male,Children,2027,8.148745455
Equatorial Guinea,Male,Children,2028,8.2071
Equatorial Guinea,Male,Children,2029,8.265454545
Eritrea,Female,Youth,2025,11.79598182
Eritrea,Female,Youth,2026,11.78955455
Eritrea,Female,Youth,2027,11.78312727
Eritrea,Female,Youth,2028,11.7767
Eritrea,Female,Youth,2029,11.77027273
Eritrea,Female,Adults,2025,4.584454545
Eritrea,Female,Adults,2026,4.583181818
Eritrea,Female,Adults,2027,4.581909091
Eritrea,Female,Adults,2028,4.580636364
Eritrea,Female,Adults,2029,4.579363636
Eritrea,Female,Children,2025,6.887109091
Eritrea,Female,Children,2026,6.8904
Eritrea,Female,Children,2027,6.893690909
Eritrea,Female,Children,2028,6.896981818
Eritrea,Female,Children,2029,6.900272727
Eritrea,Male,Youth,2025,9.126818182
Eritrea,Male,Youth,2026,9.101
Eritrea,Male,Youth,2027,9.075181818
Eritrea,Male,Youth,2028,9.049363636
Eritrea,Male,Youth,2029,9.023545455
Eritrea,Male,Adults,2025,3.486672727
Eritrea,Male,Adults,2026,3.494936364
Eritrea,Male,Adults,2027,3.5032
Eritrea,Male,Adults,2028,3.511463636
Eritrea,Male,Adults,2029,3.519727273
Eritrea,Male,Children,2025,5.309454545
Eritrea,Male,Children,2026,5.310772727
Eritrea,Male,Children,2027,5.312090909
Eritrea,Male,Children,2028,5.313409091
Eritrea,Male,Children,2029,5.314727273
Estonia,Female,Youth,2025,16.93834545
Estonia,Female,Youth,2026,17.56655455
Estonia,Female,Youth,2027,18.19476364
Estonia,Female,Youth,2028,18.82297273
Estonia,Female,Youth,2029,19.45118182
Estonia,Female,Adults,2025,5.4156
Estonia,Female,Adults,2026,5.416836364
Estonia,Female,Adults,2027,5.418072727
Estonia,Female,Adults,2028,5.419309091
Estonia,Female,Adults,2029,5.420545455
Estonia,Female,Children,2025,6.360781818
Estonia,Female,Children,2026,6.417063636
Estonia,Female,Children,2027,6.473345455
Estonia,Female,Children,2028,6.529627273
Estonia,Female,Children,2029,6.585909091
Estonia,Male,Youth,2025,18.80038182
Estonia,Male,Youth,2026,19.22417273
Estonia,Male,Youth,2027,19.64796364
Estonia,Male,Youth,2028,20.07175455
Estonia,Male,Youth,2029,20.49554545
Estonia,Male,Adults,2025,5.062290909
Estonia,Male,Adults,2026,4.987581818
Estonia,Male,Adults,2027,4.912872727
Estonia,Male,Adults,2028,4.838163636
Estonia,Male,Adults,2029,4.763454545
Estonia,Male,Children,2025,6.112345455
Estonia,Male,Children,2026,6.064690909
Estonia,Male,Children,2027,6.017036364
Estonia,Male,Children,2028,5.969381818
Estonia,Male,Children,2029,5.921727273
Eswatini,Female,Youth,2025,51.18741818
Eswatini,Female,Youth,2026,51.26192727
Eswatini,Female,Youth,2027,51.33643636
Eswatini,Female,Youth,2028,51.41094545
Eswatini,Female,Youth,2029,51.48545455
Eswatini,Female,Adults,2025,20.05043636
Eswatini,Female,Adults,2026,20.07837273
Eswatini,Female,Adults,2027,20.10630909
Eswatini,Female,Adults,2028,20.13424545
Eswatini,Female,Adults,2029,20.16218182
Eswatini,Female,Children,2025,24.35830909
Eswatini,Female,Children,2026,24.27125455
Eswatini,Female,Children,2027,24.1842
Eswatini,Female,Children,2028,24.09714545
Eswatini,Female,Children,2029,24.01009091
Eswatini,Male,Youth,2025,46.36825455
Eswatini,Male,Youth,2026,46.39305455
Eswatini,Male,Youth,2027,46.41785455
Eswatini,Male,Youth,2028,46.44265455
Eswatini,Male,Youth,2029,46.46745455
Eswatini,Male,Adults,2025,17.56509091
Eswatini,Male,Adults,2026,17.60422727
Eswatini,Male,Adults,2027,17.64336364
Eswatini,Male,Adults,2028,17.6825
Eswatini,Male,Adults,2029,17.72163636
Eswatini,Male,Children,2025,21.03916364
Eswatini,Male,Children,2026,20.97632727
Eswatini,Male,Children,2027,20.91349091
Eswatini,Male,Children,2028,20.85065455
Eswatini,Male,Children,2029,20.78781818
Ethiopia,Female,Youth,2025,8.222309091
Ethiopia,Female,Youth,2026,8.535709091
Ethiopia,Female,Youth,2027,8.849109091
Ethiopia,Female,Youth,2028,9.162509091
Ethiopia,Female,Youth,2029,9.475909091
Ethiopia,Female,Adults,2025,3.855690909
Ethiopia,Female,Adults,2026,4.004290909
Ethiopia,Female,Adults,2027,4.152890909
Ethiopia,Female,Adults,2028,4.301490909
Ethiopia,Female,Adults,2029,4.450090909
Ethiopia,Female,Children,2025,5.145036364
Ethiopia,Female,Children,2026,5.330890909
Ethiopia,Female,Children,2027,5.516745455
Ethiopia,Female,Children,2028,5.7026
Ethiopia,Female,Children,2029,5.888454545
Ethiopia,Male,Youth,2025,4.339163636
Ethiopia,Male,Youth,2026,4.4861
Ethiopia,Male,Youth,2027,4.633036364
Ethiopia,Male,Youth,2028,4.779972727
Ethiopia,Male,Youth,2029,4.926909091
Ethiopia,Male,Adults,2025,2.052781818
Ethiopia,Male,Adults,2026,2.129881818
Ethiopia,Male,Adults,2027,2.206981818
Ethiopia,Male,Adults,2028,2.284081818
Ethiopia,Male,Adults,2029,2.361181818
Ethiopia,Male,Children,2025,2.713763636
Ethiopia,Male,Children,2026,2.804981818
Ethiopia,Male,Children,2027,2.8962
Ethiopia,Male,Children,2028,2.987418182
Ethiopia,Male,Children,2029,3.078636364
Fiji,Female,Youth,2025,24.0548
Fiji,Female,Youth,2026,24.3681
Fiji,Female,Youth,2027,24.6814
Fiji,Female,Youth,2028,24.9947
Fiji,Female,Youth,2029,25.308
Fiji,Female,Adults,2025,2.527327273
Fiji,Female,Adults,2026,2.552881818
Fiji,Female,Adults,2027,2.578436364
Fiji,Female,Adults,2028,2.603990909
Fiji,Female,Adults,2029,2.629545455
Fiji,Female,Children,2025,5.8304
Fiji,Female,Children,2026,5.870527273
Fiji,Female,Children,2027,5.910654545
Fiji,Female,Children,2028,5.950781818
Fiji,Female,Children,2029,5.990909091
Fiji,Male,Youth,2025,12.2308
Fiji,Male,Youth,2026,12.2671
Fiji,Male,Youth,2027,12.3034
Fiji,Male,Youth,2028,12.3397
Fiji,Male,Youth,2029,12.376
Fiji,Male,Adults,2025,2.217254545
Fiji,Male,Adults,2026,2.212872727
Fiji,Male,Adults,2027,2.208490909
Fiji,Male,Adults,2028,2.204109091
Fiji,Male,Adults,2029,2.199727273
Fiji,Male,Children,2025,3.779927273
Fiji,Male,Children,2026,3.775218182
Fiji,Male,Children,2027,3.770509091
Fiji,Male,Children,2028,3.7658
Fiji,Male,Children,2029,3.761090909
Finland,Female,Youth,2025,14.79905455
Finland,Female,Youth,2026,14.39597273
Finland,Female,Youth,2027,13.99289091
Finland,Female,Youth,2028,13.58980909
Finland,Female,Youth,2029,13.18672727
Finland,Female,Adults,2025,4.8032
Finland,Female,Adults,2026,4.606309091
Finland,Female,Adults,2027,4.409418182
Finland,Female,Adults,2028,4.212527273
Finland,Female,Adults,2029,4.015636364
Finland,Female,Children,2025,5.963763636
Finland,Female,Children,2026,5.729254545
Finland,Female,Children,2027,5.494745455
Finland,Female,Children,2028,5.260236364
Finland,Female,Children,2029,5.025727273
Finland,Male,Youth,2025,15.0026
Finland,Male,Youth,2026,14.25642727
Finland,Male,Youth,2027,13.51025455
Finland,Male,Youth,2028,12.76408182
Finland,Male,Youth,2029,12.01790909
Finland,Male,Adults,2025,5.937545455
Finland,Male,Adults,2026,5.808409091
Finland,Male,Adults,2027,5.679272727
Finland,Male,Adults,2028,5.550136364
Finland,Male,Adults,2029,5.421
Finland,Male,Children,2025,6.937090909
Finland,Male,Children,2026,6.724590909
Finland,Male,Children,2027,6.512090909
Finland,Male,Children,2028,6.299590909
Finland,Male,Children,2029,6.087090909
France,Female,Youth,2025,13.34670909
France,Female,Youth,2026,12.26041818
France,Female,Youth,2027,11.17412727
France,Female,Youth,2028,10.08783636
France,Female,Youth,2029,9.001545455
France,Female,Adults,2025,5.418690909
France,Female,Adults,2026,5.093972727
France,Female,Adults,2027,4.769254545
France,Female,Adults,2028,4.444536364
France,Female,Adults,2029,4.119818182
France,Female,Children,2025,6.251563636
France,Female,Children,2026,5.883672727
France,Female,Children,2027,5.515781818
France,Female,Children,2028,5.147890909
France,Female,Children,2029,4.78
France,Male,Youth,2025,15.45183636
France,Male,Youth,2026,14.46008182
France,Male,Youth,2027,13.46832727
France,Male,Youth,2028,12.47657273
France,Male,Youth,2029,11.48481818
France,Male,Adults,2025,5.2722
France,Male,Adults,2026,4.9224
France,Male,Adults,2027,4.5726
France,Male,Adults,2028,4.2228
France,Male,Adults,2029,3.873
France,Male,Children,2025,6.421163636
France,Male,Children,2026,6.030645455
France,Male,Children,2027,5.640127273
France,Male,Children,2028,5.249609091
France,Male,Children,2029,4.859090909
French Polynesia,Female,Youth,2025,44.06352727
French Polynesia,Female,Youth,2026,44.51191818
French Polynesia,Female,Youth,2027,44.96030909
French Polynesia,Female,Youth,2028,45.4087
French Polynesia,Female,Youth,2029,45.85709091
French Polynesia,Female,Adults,2025,8.886545455
French Polynesia,Female,Adults,2026,8.982681818
French Polynesia,Female,Adults,2027,9.078818182
French Polynesia,Female,Adults,2028,9.174954545
French Polynesia,Female,Adults,2029,9.271090909
French Polynesia,Female,Children,2025,12.95629091
French Polynesia,Female,Children,2026,12.99212727
French Polynesia,Female,Children,2027,13.02796364
French Polynesia,Female,Children,2028,13.0638
French Polynesia,Female,Children,2029,13.09963636
French Polynesia,Male,Youth,2025,35.03369091
French Polynesia,Male,Youth,2026,35.29147273
French Polynesia,Male,Youth,2027,35.54925455
French Polynesia,Male,Youth,2028,35.80703636
French Polynesia,Male,Youth,2029,36.06481818
French Polynesia,Male,Adults,2025,7.803581818
French Polynesia,Male,Adults,2026,7.872754545
French Polynesia,Male,Adults,2027,7.941927273
French Polynesia,Male,Adults,2028,8.0111
French Polynesia,Male,Adults,2029,8.080272727
French Polynesia,Male,Children,2025,11.18872727
French Polynesia,Male,Children,2026,11.22345455
French Polynesia,Male,Children,2027,11.25818182
French Polynesia,Male,Children,2028,11.29290909
French Polynesia,Male,Children,2029,11.32763636
Gabon,Female,Youth,2025,44.40198182
Gabon,Female,Youth,2026,44.61323636
Gabon,Female,Youth,2027,44.82449091
Gabon,Female,Youth,2028,45.03574545
Gabon,Female,Youth,2029,45.247
Gabon,Female,Adults,2025,28.18003636
Gabon,Female,Adults,2026,28.31661818
Gabon,Female,Adults,2027,28.4532
Gabon,Female,Adults,2028,28.58978182
Gabon,Female,Adults,2029,28.72636364
Gabon,Female,Children,2025,29.93996364
Gabon,Female,Children,2026,30.07560909
Gabon,Female,Children,2027,30.21125455
